 ,X,Y
1,205.500,231.500
2,309.500,273.500
3,326.000,298.500
4,316.000,299.500
5,351.000,299.500
6,355.500,300.500
7,299.000,301.500
8,318.500,302.500
9,290.500,317.500
10,291.500,320.500
11,351.500,327.500
12,353.500,327.500
13,340.500,329.500
