 ,X,Y
1,326.500,281.500
2,363.000,297.000
3,357.500,301.500
4,352.286,305.000
5,359.500,303.000
6,342.500,305.500
7,345.500,308.500
8,346.700,317.300
9,338.300,319.300
10,321.500,321.000
11,328.333,321.167
