 ,X,Y
1,337.500,204.000
2,279.000,207.500
3,448.500,207.500
4,338.500,214.500
5,305.500,256.500
6,295.357,283.071
7,335.000,286.750
8,317.335,334.866
9,350.500,328.500
10,279.500,334.500
11,297.500,345.500
12,319.000,349.500
