 ,X,Y
1,314.375,290.625
2,321.000,288.500
3,329.205,292.116
4,307.750,295.750
5,349.000,295.500
6,297.500,296.500
7,299.500,296.500
8,337.000,296.500
9,352.000,297.000
10,297.500,298.500
11,347.038,299.423
12,296.125,309.625
13,326.995,318.403
14,349.167,311.167
15,354.500,310.500
16,352.500,311.500
