 ,X,Y
1,354.625,305.375
2,363.000,304.500
3,367.808,305.577
4,339.421,310.399
5,310.278,309.648
6,320.306,311.016
7,293.929,313.194
8,348.500,314.500
9,281.500,323.500
10,373.500,327.125
11,366.500,331.500
12,368.500,331.500
