 ,X,Y
1,304.500,268.500
2,328.214,300.071
3,333.000,299.500
4,331.500,301.500
5,336.167,303.056
6,341.500,303.500
7,337.000,316.500
8,318.500,317.500
9,326.500,324.500
10,319.000,326.000
